jour;mois;jour_semaine;heure_jour;total;cuisine;buanderie;eauchaude;reste
01/08/2007;août2007;mercredi;15;1.273933335;0.069;0;0.995;0.209933335
01/08/2007;août2007;mercredi;16;1.629333333;0.453;0;0.997;0.179333333
01/08/2007;août2007;mercredi;17;0.340566665;0;0;0.154;0.186566665
01/08/2007;août2007;mercredi;18;0.185366667;0;0;0;0.185366667
01/08/2007;août2007;mercredi;19;0.198166666;0;0;0;0.198166666
01/08/2007;août2007;mercredi;20;0.165133334;0;0;0;0.165133334
01/08/2007;août2007;mercredi;21;0.190300001;0;0;0;0.190300001
01/08/2007;août2007;mercredi;22;0.177333334;0;0;0;0.177333334
01/08/2007;août2007;mercredi;23;0.167666666;0;0;0;0.167666666
02/08/2007;août2007;jeudi;0;0.193566667;0;0;0;0.193566667
02/08/2007;août2007;jeudi;1;1.957666671;0;0;0.159;1.798666671
02/08/2007;août2007;jeudi;2;0.954899997;0;0;0.717;0.237899997
02/08/2007;août2007;jeudi;3;0.182100001;0;0;0;0.182100001
02/08/2007;août2007;jeudi;4;0.181166668;0;0;0;0.181166668
02/08/2007;août2007;jeudi;5;0.1768;0;0;0;0.1768
02/08/2007;août2007;jeudi;6;0.165666668;0;0;0;0.165666668
02/08/2007;août2007;jeudi;7;0.187366666;0;0;0;0.187366666
02/08/2007;août2007;jeudi;8;0.175033333;0;0;0;0.175033333
02/08/2007;août2007;jeudi;9;0.622199995;0.302;0;0;0.320199995
02/08/2007;août2007;jeudi;10;1.447400002;0.18;0;0.673;0.594400002
02/08/2007;août2007;jeudi;11;1.618499998;0;0;0.987;0.631499998
02/08/2007;août2007;jeudi;12;1.291233323;0;0;0.991;0.300233323
02/08/2007;août2007;jeudi;13;1.168566666;0;0;0.997;0.171566666
02/08/2007;août2007;jeudi;14;1.156466669;0;0;0.987;0.169466669
02/08/2007;août2007;jeudi;15;1.191300001;0;0;0.997;0.194300001
02/08/2007;août2007;jeudi;16;0.182233334;0;0;0.023;0.159233334
02/08/2007;août2007;jeudi;17;0.179133334;0;0;0;0.179133334
02/08/2007;août2007;jeudi;18;0.176766667;0;0;0;0.176766667
02/08/2007;août2007;jeudi;19;0.173333333;0;0;0;0.173333333
02/08/2007;août2007;jeudi;20;0.176266667;0;0;0;0.176266667
02/08/2007;août2007;jeudi;21;0.1641;0;0;0;0.1641
02/08/2007;août2007;jeudi;22;1.270966658;0;0;0;1.270966658
02/08/2007;août2007;jeudi;23;1.997533325;0;0;0.338;1.659533325
03/08/2007;août2007;vendredi;0;1.070899998;0;0;0.536;0.534899998
03/08/2007;août2007;vendredi;1;0.496999999;0;0;0;0.496999999
03/08/2007;août2007;vendredi;2;0.603333332;0;0;0;0.603333332
03/08/2007;août2007;vendredi;3;0.486766672;0;0;0;0.486766672
03/08/2007;août2007;vendredi;4;0.285699999;0;0;0;0.285699999
03/08/2007;août2007;vendredi;5;0.160666666;0;0;0;0.160666666
03/08/2007;août2007;vendredi;6;0.176733333;0;0;0;0.176733333
03/08/2007;août2007;vendredi;7;0.892533342;0;0;0.661;0.231533342
03/08/2007;août2007;vendredi;8;1.177966662;0;0;0.995;0.182966662
03/08/2007;août2007;vendredi;9;1.47276667;0;0;0.99;0.48276667
03/08/2007;août2007;vendredi;10;1.343100003;0;0;0.984;0.359100003
03/08/2007;août2007;vendredi;11;1.710833341;0.451;0;0.979;0.280833341
03/08/2007;août2007;vendredi;12;1.713499999;0.507;0;0.979;0.227499999
03/08/2007;août2007;vendredi;13;1.175633343;0;0;0.978;0.197633343
03/08/2007;août2007;vendredi;14;1.203033334;0;0;0.998;0.205033334
03/08/2007;août2007;vendredi;15;1.238766664;0;0;1.016;0.222766664
03/08/2007;août2007;vendredi;16;0.226233332;0;0;0.023;0.203233332
03/08/2007;août2007;vendredi;17;0.215133333;0;0;0;0.215133333
03/08/2007;août2007;vendredi;18;0.207133334;0;0;0;0.207133334
03/08/2007;août2007;vendredi;19;0.213033332;0;0;0;0.213033332
03/08/2007;août2007;vendredi;20;0.227799999;0;0;0;0.227799999
03/08/2007;août2007;vendredi;21;0.195399999;0;0;0;0.195399999
03/08/2007;août2007;vendredi;22;0.2104;0;0;0;0.2104
03/08/2007;août2007;vendredi;23;1.018366663;0;0;0;1.018366663
04/08/2007;août2007;samedi;0;1.131633329;0;0;0;1.131633329
04/08/2007;août2007;samedi;1;0.503366668;0;0;0;0.503366668
04/08/2007;août2007;samedi;2;0.456799998;0;0;0;0.456799998
04/08/2007;août2007;samedi;3;1.189366666;0;0;0.91;0.279366666
04/08/2007;août2007;samedi;4;0.182566668;0;0;0;0.182566668
04/08/2007;août2007;samedi;5;0.157533335;0;0;0;0.157533335
04/08/2007;août2007;samedi;6;0.167066667;0;0;0;0.167066667
04/08/2007;août2007;samedi;7;0.183000001;0;0;0;0.183000001
04/08/2007;août2007;samedi;8;0.443966666;0;0;0.254;0.189966666
04/08/2007;août2007;samedi;9;1.368933324;0;0;1.015;0.353933324
04/08/2007;août2007;samedi;10;1.841233343;0;0.393;1.001;0.447233343
04/08/2007;août2007;samedi;11;1.980666657;0.552;0.005;1.001;0.422666657
04/08/2007;août2007;samedi;12;1.477566659;0;0;1.01;0.467566659
04/08/2007;août2007;samedi;13;1.369200007;0;0;1.006;0.363200007
04/08/2007;août2007;samedi;14;1.359266659;0;0;1.01;0.349266659
04/08/2007;août2007;samedi;15;0.639800004;0;0;0.299;0.340800004
04/08/2007;août2007;samedi;16;0.341733334;0;0;0;0.341733334
04/08/2007;août2007;samedi;17;0.364900001;0;0;0;0.364900001
04/08/2007;août2007;samedi;18;0.331600001;0;0;0;0.331600001
04/08/2007;août2007;samedi;19;0.356166665;0;0;0;0.356166665
04/08/2007;août2007;samedi;20;0.3322;0;0;0;0.3322
04/08/2007;août2007;samedi;21;0.357100001;0;0;0;0.357100001
04/08/2007;août2007;samedi;22;0.3415;0;0;0;0.3415
04/08/2007;août2007;samedi;23;2.205999998;0;0;0.46;1.745999998
05/08/2007;août2007;dimanche;0;1.804166673;0;0;0.983;0.821166673
05/08/2007;août2007;dimanche;1;0.873166669;0;0;0.676;0.197166669
05/08/2007;août2007;dimanche;2;0.206300001;0;0;0;0.206300001
05/08/2007;août2007;dimanche;3;0.217066667;0;0;0;0.217066667
05/08/2007;août2007;dimanche;4;0.226033334;0;0;0;0.226033334
05/08/2007;août2007;dimanche;5;0.192233333;0;0;0;0.192233333
05/08/2007;août2007;dimanche;6;0.201666667;0;0;0;0.201666667
05/08/2007;août2007;dimanche;7;0.201400001;0;0;0;0.201400001
05/08/2007;août2007;dimanche;8;0.215366667;0;0;0;0.215366667
05/08/2007;août2007;dimanche;9;1.308233337;0;0;0.946;0.362233337
05/08/2007;août2007;dimanche;10;1.688600006;0.169;0;1.019;0.500600006
05/08/2007;août2007;dimanche;11;1.675566667;0;0;1.017;0.658566667
05/08/2007;août2007;dimanche;12;1.23646667;0;0;1.004;0.23246667
05/08/2007;août2007;dimanche;13;0.5048;0;0;0.304;0.2008
05/08/2007;août2007;dimanche;14;0.177933334;0;0;0;0.177933334
05/08/2007;août2007;dimanche;15;0.202433334;0;0;0;0.202433334
05/08/2007;août2007;dimanche;16;0.175666667;0;0;0;0.175666667
05/08/2007;août2007;dimanche;17;0.2019;0;0;0;0.2019
05/08/2007;août2007;dimanche;18;0.187233332;0;0;0;0.187233332
05/08/2007;août2007;dimanche;19;0.186933334;0;0;0;0.186933334
05/08/2007;août2007;dimanche;20;0.196933332;0;0;0;0.196933332
05/08/2007;août2007;dimanche;21;0.176066666;0;0;0;0.176066666
05/08/2007;août2007;dimanche;22;0.485466667;0;0;0.291;0.194466667
05/08/2007;août2007;dimanche;23;0.576666667;0;0;0.407;0.169666667
06/08/2007;août2007;lundi;0;0.965866667;0;0;0.061;0.904866667
06/08/2007;août2007;lundi;1;1.471000002;0;0;1.006;0.465000002
06/08/2007;août2007;lundi;2;0.588099998;0;0;0.387;0.201099998
06/08/2007;août2007;lundi;3;0.186266669;0;0;0;0.186266669
06/08/2007;août2007;lundi;4;0.180400001;0;0;0;0.180400001
06/08/2007;août2007;lundi;5;0.197466665;0;0;0;0.197466665
06/08/2007;août2007;lundi;6;0.1779;0;0;0;0.1779
06/08/2007;août2007;lundi;7;1.287366663;0;0;0.705;0.582366663
06/08/2007;août2007;lundi;8;1.776866664;0.196;0;1.003;0.577866664
06/08/2007;août2007;lundi;9;2.221499995;0;0;0.983;1.238499995
06/08/2007;août2007;lundi;10;1.836799999;0.414;0;0.98;0.442799999
06/08/2007;août2007;lundi;11;1.738133337;0.486;0;0.987;0.265133337
06/08/2007;août2007;lundi;12;1.242333341;0;0;0.993;0.249333341
06/08/2007;août2007;lundi;13;0.736399997;0;0;0.546;0.190399997
06/08/2007;août2007;lundi;14;0.240966669;0;0;0;0.240966669
06/08/2007;août2007;lundi;15;0.2171;0;0;0;0.2171
06/08/2007;août2007;lundi;16;0.213100002;0;0;0;0.213100002
06/08/2007;août2007;lundi;17;0.219766667;0;0;0;0.219766667
06/08/2007;août2007;lundi;18;0.215233333;0;0;0;0.215233333
06/08/2007;août2007;lundi;19;0.230433335;0;0;0;0.230433335
06/08/2007;août2007;lundi;20;0.199166669;0;0;0;0.199166669
06/08/2007;août2007;lundi;21;0.219000001;0;0;0;0.219000001
06/08/2007;août2007;lundi;22;0.1959;0;0;0;0.1959
06/08/2007;août2007;lundi;23;1.604933342;0;0;0.334;1.270933342
07/08/2007;août2007;mardi;0;2.136966668;0;0;0.516;1.620966668
07/08/2007;août2007;mardi;1;0.748966662;0;0;0;0.748966662
07/08/2007;août2007;mardi;2;0.219566669;0;0;0;0.219566669
07/08/2007;août2007;mardi;3;0.227033334;0;0;0;0.227033334
07/08/2007;août2007;mardi;4;0.242166667;0;0;0;0.242166667
07/08/2007;août2007;mardi;5;0.154766668;0;0;0;0.154766668
07/08/2007;août2007;mardi;6;0.174166669;0;0;0;0.174166669
07/08/2007;août2007;mardi;7;0.167033335;0;0;0;0.167033335
07/08/2007;août2007;mardi;8;1.337300003;0.306;0;0.562;0.469300003
07/08/2007;août2007;mardi;9;1.484200003;0.131;0;0.998;0.355200003
07/08/2007;août2007;mardi;10;1.856999987;0;0.337;0.983;0.536999987
07/08/2007;août2007;mardi;11;1.472700008;0;0.283;0.982;0.207700008
07/08/2007;août2007;mardi;12;1.306766661;0;0.004;0.989;0.313766661
07/08/2007;août2007;mardi;13;1.171333331;0;0;0.988;0.183333331
07/08/2007;août2007;mardi;14;1.477999997;0;0;0.999;0.478999997
07/08/2007;août2007;mardi;15;1.400133334;0;0;1;0.400133334
07/08/2007;août2007;mardi;16;1.764066664;0;0;1;0.764066664
07/08/2007;août2007;mardi;17;1.98756667;0;1.253;0.025;0.70956667
07/08/2007;août2007;mardi;18;1.308500009;0;0.291;0;1.017500009
07/08/2007;août2007;mardi;19;0.783900003;0;0;0;0.783900003
07/08/2007;août2007;mardi;20;0.789900003;0;0;0;0.789900003
07/08/2007;août2007;mardi;21;0.788366672;0;0;0;0.788366672
07/08/2007;août2007;mardi;22;0.802933337;0;0;0;0.802933337
07/08/2007;août2007;mardi;23;0.923000005;0;0;0;0.923000005
08/08/2007;août2007;mercredi;0;1.996900002;0;0;0.908;1.088900002
08/08/2007;août2007;mercredi;1;1.196566673;0;0;0.988;0.208566673
08/08/2007;août2007;mercredi;2;1.169366662;0;0;0.994;0.175366662
08/08/2007;août2007;mercredi;3;0.525033337;0;0;0.357;0.168033337
08/08/2007;août2007;mercredi;4;0.174566667;0;0;0;0.174566667
08/08/2007;août2007;mercredi;5;0.166666667;0;0;0;0.166666667
08/08/2007;août2007;mercredi;6;0.1741;0;0;0;0.1741
08/08/2007;août2007;mercredi;7;0.167;0;0;0;0.167
08/08/2007;août2007;mercredi;8;0.589566668;0;0;0.208;0.381566668
08/08/2007;août2007;mercredi;9;2.107766666;0.387;0;0.993;0.727766666
08/08/2007;août2007;mercredi;10;2.661133351;0.499;0.633;0.981;0.548133351
08/08/2007;août2007;mercredi;11;1.738999995;0.169;0.327;0.994;0.248999995
08/08/2007;août2007;mercredi;12;1.272066669;0;0.038;1.011;0.223066669
08/08/2007;août2007;mercredi;13;1.247333328;0;0.01;1.022;0.215333328
08/08/2007;août2007;mercredi;14;1.246166662;0;0.01;1.018;0.218166662
08/08/2007;août2007;mercredi;15;0.418500002;0;0.011;0.186;0.221500002
08/08/2007;août2007;mercredi;16;0.213166668;0;0.011;0;0.202166668
08/08/2007;août2007;mercredi;17;0.239866668;0;0.011;0;0.228866668
08/08/2007;août2007;mercredi;18;0.210866667;0;0.001;0;0.209866667
08/08/2007;août2007;mercredi;19;0.203599999;0;0;0;0.203599999
08/08/2007;août2007;mercredi;20;0.224333334;0;0;0;0.224333334
08/08/2007;août2007;mercredi;21;0.198833333;0;0;0;0.198833333
08/08/2007;août2007;mercredi;22;0.218066667;0;0;0;0.218066667
08/08/2007;août2007;mercredi;23;0.397566669;0;0.059;0;0.338566669
09/08/2007;août2007;jeudi;0;2.687399997;0;0.995;0.406;1.286399997
09/08/2007;août2007;jeudi;1;1.025533332;0;0.036;0.557;0.432533332
09/08/2007;août2007;jeudi;2;0.177833334;0;0.01;0;0.167833334
09/08/2007;août2007;jeudi;3;0.195933333;0;0.01;0;0.185933333
09/08/2007;août2007;jeudi;4;0.195166668;0;0.01;0;0.185166668
09/08/2007;août2007;jeudi;5;0.176400001;0;0.011;0;0.165400001
09/08/2007;août2007;jeudi;6;0.1642;0;0.01;0;0.1542
09/08/2007;août2007;jeudi;7;0.59453333;0;0.011;0.381;0.20253333
09/08/2007;août2007;jeudi;8;1.523000002;0.181;0;0.992;0.350000002
09/08/2007;août2007;jeudi;9;1.152533338;0.001;0.644;0.141;0.366533338
09/08/2007;août2007;jeudi;10;2.323466663;0;0.84;0.986;0.497466663
09/08/2007;août2007;jeudi;11;2.773799988;0;1.384;0.98;0.409799988
09/08/2007;août2007;jeudi;12;1.86879998;0;0.554;0.994;0.32079998
09/08/2007;août2007;jeudi;13;1.172299995;0;0;1.005;0.167299995
09/08/2007;août2007;jeudi;14;0.3711;0;0;0.204;0.1671
09/08/2007;août2007;jeudi;15;0.152166666;0;0;0;0.152166666
09/08/2007;août2007;jeudi;16;0.1732;0;0;0;0.1732
09/08/2007;août2007;jeudi;17;0.166166666;0;0;0;0.166166666
09/08/2007;août2007;jeudi;18;0.149033333;0;0;0;0.149033333
09/08/2007;août2007;jeudi;19;0.166500001;0;0;0;0.166500001
09/08/2007;août2007;jeudi;20;0.178166667;0;0;0;0.178166667
09/08/2007;août2007;jeudi;21;0.146966667;0;0;0;0.146966667
09/08/2007;août2007;jeudi;22;0.162200001;0;0;0;0.162200001
09/08/2007;août2007;jeudi;23;0.164933333;0;0;0;0.164933333
10/08/2007;août2007;vendredi;0;1.081200001;0;0;0.575;0.506200001
10/08/2007;août2007;vendredi;1;0.523433335;0;0;0.338;0.185433335
10/08/2007;août2007;vendredi;2;0.163399999;0;0;0;0.163399999
10/08/2007;août2007;vendredi;3;0.1461;0;0;0;0.1461
10/08/2007;août2007;vendredi;4;0.178166667;0;0;0;0.178166667
10/08/2007;août2007;vendredi;5;0.162499999;0;0;0;0.162499999
10/08/2007;août2007;vendredi;6;0.151466667;0;0;0;0.151466667
10/08/2007;août2007;vendredi;7;0.1626;0;0;0;0.1626
10/08/2007;août2007;vendredi;8;1.63863333;0.218;0.254;0.799;0.36763333
10/08/2007;août2007;vendredi;9;2.01620001;0.118;0.519;0.991;0.38820001
10/08/2007;août2007;vendredi;10;2.319533322;0;0.969;0.981;0.369533322
10/08/2007;août2007;vendredi;11;1.729833335;0;0.567;0.982;0.180833335
10/08/2007;août2007;vendredi;12;1.171799997;0;0.024;0.999;0.148799997
10/08/2007;août2007;vendredi;13;1.206333333;0;0.026;1.001;0.179333333
10/08/2007;août2007;vendredi;14;1.189066658;0;0.027;1.002;0.160066658
10/08/2007;août2007;vendredi;15;0.737033325;0;0.05;0.541;0.146033325
10/08/2007;août2007;vendredi;16;0.205533334;0;0.026;0;0.179533334
10/08/2007;août2007;vendredi;17;0.190033334;0;0.027;0;0.163033334
10/08/2007;août2007;vendredi;18;0.174666668;0;0.027;0;0.147666668
10/08/2007;août2007;vendredi;19;0.206666667;0;0.028;0;0.178666667
10/08/2007;août2007;vendredi;20;0.186266669;0;0.027;0;0.159266669
10/08/2007;août2007;vendredi;21;0.173833335;0;0.027;0;0.146833335
10/08/2007;août2007;vendredi;22;0.203733334;0;0.027;0;0.176733334
10/08/2007;août2007;vendredi;23;1.215466663;0;0.026;0.078;1.111466663
11/08/2007;août2007;samedi;0;1.356200007;0;0.027;0.983;0.346200007
11/08/2007;août2007;samedi;1;0.197033333;0;0.027;0;0.170033333
11/08/2007;août2007;samedi;2;0.1912;0;0.027;0;0.1642
11/08/2007;août2007;samedi;3;0.176966669;0;0.027;0;0.149966669
11/08/2007;août2007;samedi;4;0.191966666;0;0.027;0;0.164966666
11/08/2007;août2007;samedi;5;0.1992;0;0.027;0;0.1722
11/08/2007;août2007;samedi;6;0.177166668;0;0.027;0;0.150166668
11/08/2007;août2007;samedi;7;0.189966666;0;0.026;0;0.163966666
11/08/2007;août2007;samedi;8;0.955666664;0;0.027;0.652;0.276666664
11/08/2007;août2007;samedi;9;1.748699997;0;0.304;1.008;0.436699997
11/08/2007;août2007;samedi;10;1.723133332;0.221;0.028;1.003;0.471133332
11/08/2007;août2007;samedi;11;2.603600005;0.959;0.303;0.998;0.343600005
11/08/2007;août2007;samedi;12;1.213533342;0;0.033;1.015;0.165533342
11/08/2007;août2007;samedi;13;1.207099996;0;0;1.021;0.186099996
11/08/2007;août2007;samedi;14;1.175466659;0;0;1.02;0.155466659
11/08/2007;août2007;samedi;15;1.181333341;0;0;1.018;0.163333341
11/08/2007;août2007;samedi;16;1.199633336;0;0;1.014;0.185633336
11/08/2007;août2007;samedi;17;0.756933336;0;0;0.607;0.149933336
11/08/2007;août2007;samedi;18;0.165966667;0;0;0;0.165966667
11/08/2007;août2007;samedi;19;0.175466668;0;0;0;0.175466668
11/08/2007;août2007;samedi;20;0.153833334;0;0;0;0.153833334
11/08/2007;août2007;samedi;21;0.169366668;0;0;0;0.169366668
11/08/2007;août2007;samedi;22;0.164066668;0;0;0;0.164066668
11/08/2007;août2007;samedi;23;0.92066666;0;0;0;0.92066666
12/08/2007;août2007;dimanche;0;0.792566666;0;0;0;0.792566666
12/08/2007;août2007;dimanche;1;0.269833334;0;0;0;0.269833334
12/08/2007;août2007;dimanche;2;0.899499992;0;0;0.742;0.157499992
12/08/2007;août2007;dimanche;3;0.300100002;0;0;0.118;0.182100002
12/08/2007;août2007;dimanche;4;0.155633334;0;0;0;0.155633334
12/08/2007;août2007;dimanche;5;0.157166668;0;0;0;0.157166668
12/08/2007;août2007;dimanche;6;0.176066668;0;0;0;0.176066668
12/08/2007;août2007;dimanche;7;0.161733334;0;0;0;0.161733334
12/08/2007;août2007;dimanche;8;1.047433333;0;0;0.736;0.311433333
12/08/2007;août2007;dimanche;9;2.099333338;0.462;0;0.99;0.647333338
12/08/2007;août2007;dimanche;10;1.793366671;0;0.328;0.989;0.476366671
12/08/2007;août2007;dimanche;11;1.213366659;0;0.016;1.016;0.181366659
12/08/2007;août2007;dimanche;12;1.185433334;0;0;1.017;0.168433334
12/08/2007;août2007;dimanche;13;0.837833334;0;0;0.67;0.167833334
12/08/2007;août2007;dimanche;14;0.1726;0;0;0;0.1726
12/08/2007;août2007;dimanche;15;0.168633333;0;0;0;0.168633333
12/08/2007;août2007;dimanche;16;0.167600001;0;0;0;0.167600001
12/08/2007;août2007;dimanche;17;0.173966667;0;0;0;0.173966667
12/08/2007;août2007;dimanche;18;0.169;0;0;0;0.169
12/08/2007;août2007;dimanche;19;0.171866668;0;0;0;0.171866668
12/08/2007;août2007;dimanche;20;0.1659;0;0;0;0.1659
12/08/2007;août2007;dimanche;21;1.019233332;0;0;0.312;0.707233332
12/08/2007;août2007;dimanche;22;2.765833322;0;0;1.01;1.755833322
12/08/2007;août2007;dimanche;23;4.634400018;0.661;0.812;0.982;2.179400018
13/08/2007;août2007;lundi;0;1.982433323;0;0.223;1.003;0.756433323
13/08/2007;août2007;lundi;1;1.244500003;0;0.074;0.999;0.171500003
13/08/2007;août2007;lundi;2;0.624466665;0;0.028;0.426;0.170466665
13/08/2007;août2007;lundi;3;0.2009;0;0.029;0;0.1719
13/08/2007;août2007;lundi;4;0.187966668;0;0.029;0;0.158966668
13/08/2007;août2007;lundi;5;0.2007;0;0.029;0;0.1717
13/08/2007;août2007;lundi;6;0.197566668;0;0.029;0;0.168566668
13/08/2007;août2007;lundi;7;0.334066668;0;0.029;0;0.305066668
13/08/2007;août2007;lundi;8;1.456533337;0;0.006;0.977;0.473533337
13/08/2007;août2007;lundi;9;1.432266666;0;0;0.999;0.433266666
13/08/2007;août2007;lundi;10;1.510399997;0.093;0;0.996;0.421399997
13/08/2007;août2007;lundi;11;1.194300004;0;0;0.995;0.199300004
13/08/2007;août2007;lundi;12;1.158266671;0;0;1.001;0.157266671
13/08/2007;août2007;lundi;13;1.162866672;0;0;0.998;0.164866672
13/08/2007;août2007;lundi;14;1.186466666;0;0;1.005;0.181466666
13/08/2007;août2007;lundi;15;1.180733325;0;0;1.023;0.157733325
13/08/2007;août2007;lundi;16;0.393833333;0;0;0.221;0.172833333
13/08/2007;août2007;lundi;17;0.1701;0;0;0;0.1701
13/08/2007;août2007;lundi;18;0.168400001;0;0;0;0.168400001
13/08/2007;août2007;lundi;19;0.171533334;0;0;0;0.171533334
13/08/2007;août2007;lundi;20;0.160400001;0;0;0;0.160400001
13/08/2007;août2007;lundi;21;0.184900002;0;0;0;0.184900002
13/08/2007;août2007;lundi;22;0.816099996;0;0;0;0.816099996
13/08/2007;août2007;lundi;23;1.897166657;0;0;0.458;1.439166657
14/08/2007;août2007;mardi;0;0.943300003;0;0;0.667;0.276300003
14/08/2007;août2007;mardi;1;0.163833335;0;0;0;0.163833335
14/08/2007;août2007;mardi;2;0.1744;0;0;0;0.1744
14/08/2007;août2007;mardi;3;0.166733335;0;0;0;0.166733335
14/08/2007;août2007;mardi;4;0.175200001;0;0;0;0.175200001
14/08/2007;août2007;mardi;5;0.170033333;0;0;0;0.170033333
14/08/2007;août2007;mardi;6;0.151066668;0;0;0;0.151066668
14/08/2007;août2007;mardi;7;0.216166668;0;0;0;0.216166668
14/08/2007;août2007;mardi;8;1.552766666;0.295;0;0.756;0.501766666
14/08/2007;août2007;mardi;9;1.45406667;0;0;1.016;0.43806667
14/08/2007;août2007;mardi;10;2.349599997;0.656;0.366;1.008;0.319599997
14/08/2007;août2007;mardi;11;1.202766665;0;0;1.005;0.197766665
14/08/2007;août2007;mardi;12;1.218233335;0;0;1.007;0.211233335
14/08/2007;août2007;mardi;13;1.011633326;0;0;0.797;0.214633326
14/08/2007;août2007;mardi;14;0.193133334;0;0;0;0.193133334
14/08/2007;août2007;mardi;15;0.219133334;0;0;0;0.219133334
14/08/2007;août2007;mardi;16;0.208766666;0;0;0;0.208766666
14/08/2007;août2007;mardi;17;0.209566667;0;0;0;0.209566667
14/08/2007;août2007;mardi;18;0.212333332;0;0;0;0.212333332
14/08/2007;août2007;mardi;19;0.214433335;0;0;0;0.214433335
14/08/2007;août2007;mardi;20;0.218133332;0;0;0;0.218133332
14/08/2007;août2007;mardi;21;0.196899998;0;0;0;0.196899998
14/08/2007;août2007;mardi;22;1.187866665;0;0.123;0;1.064866665
14/08/2007;août2007;mardi;23;1.876433345;0;0.196;0;1.680433345
15/08/2007;août2007;mercredi;0;2.058533339;0;0.051;0.853;1.154533339
15/08/2007;août2007;mercredi;1;1.471400009;0;0.028;1.022;0.421400009
15/08/2007;août2007;mercredi;2;0.784900003;0;0.028;0.581;0.175900003
15/08/2007;août2007;mercredi;3;0.204900001;0;0.029;0;0.175900001
15/08/2007;août2007;mercredi;4;0.193866667;0;0.029;0;0.164866667
15/08/2007;août2007;mercredi;5;0.205466666;0;0.028;0;0.177466666
15/08/2007;août2007;mercredi;6;0.2071;0;0.029;0;0.1781
15/08/2007;août2007;mercredi;7;0.158666666;0;0.003;0;0.155666666
15/08/2007;août2007;mercredi;8;0.401133331;0;0;0.089;0.312133331
15/08/2007;août2007;mercredi;9;1.370133338;0;0;1.049;0.321133338
15/08/2007;août2007;mercredi;10;2.827066656;0.338;0;1.027;1.462066656
15/08/2007;août2007;mercredi;11;2.419766674;0;0.255;1.03;1.134766674
15/08/2007;août2007;mercredi;12;1.41843334;0;0.028;1.039;0.35143334
15/08/2007;août2007;mercredi;13;1.231166665;0;0;1.051;0.180166665
15/08/2007;août2007;mercredi;14;1.231966666;0;0;1.061;0.170966666
15/08/2007;août2007;mercredi;15;1.173566666;0;0;0.985;0.188566666
15/08/2007;août2007;mercredi;16;0.164433333;0;0;0;0.164433333
15/08/2007;août2007;mercredi;17;0.186566667;0;0;0;0.186566667
15/08/2007;août2007;mercredi;18;0.177733336;0;0;0;0.177733336
15/08/2007;août2007;mercredi;19;0.165666669;0;0;0;0.165666669
15/08/2007;août2007;mercredi;20;0.182966667;0;0;0;0.182966667
15/08/2007;août2007;mercredi;21;0.167933335;0;0;0;0.167933335
15/08/2007;août2007;mercredi;22;0.182433334;0;0;0;0.182433334
15/08/2007;août2007;mercredi;23;1.27853332;0;0;0;1.27853332
16/08/2007;août2007;jeudi;0;1.663500003;0;0;0.729;0.934500003
16/08/2007;août2007;jeudi;1;0.560800003;0;0;0.218;0.342800003
16/08/2007;août2007;jeudi;2;0.283066671;0;0;0;0.283066671
16/08/2007;août2007;jeudi;3;0.175633334;0;0;0;0.175633334
16/08/2007;août2007;jeudi;4;0.151466667;0;0;0;0.151466667
16/08/2007;août2007;jeudi;5;0.189833334;0;0;0;0.189833334
16/08/2007;août2007;jeudi;6;0.161033334;0;0;0;0.161033334
16/08/2007;août2007;jeudi;7;0.660333338;0;0;0.328;0.332333338
16/08/2007;août2007;jeudi;8;1.982533328;0.224;0;1.039;0.719533328
16/08/2007;août2007;jeudi;9;1.67876667;0;0;1.036;0.64276667
16/08/2007;août2007;jeudi;10;1.597933324;0.235;0;1.03;0.332933324
16/08/2007;août2007;jeudi;11;1.758599999;0.503;0;1.04;0.215599999
16/08/2007;août2007;jeudi;12;1.255266672;0;0;1.043;0.212266672
16/08/2007;août2007;jeudi;13;0.6347;0;0;0.398;0.2367
16/08/2007;août2007;jeudi;14;0.185266667;0;0;0;0.185266667
16/08/2007;août2007;jeudi;15;0.188100001;0;0;0;0.188100001
16/08/2007;août2007;jeudi;16;0.158300002;0;0;0;0.158300002
16/08/2007;août2007;jeudi;17;0.188166669;0;0;0;0.188166669
16/08/2007;août2007;jeudi;18;0.173933335;0;0;0;0.173933335
16/08/2007;août2007;jeudi;19;0.167833336;0;0;0;0.167833336
16/08/2007;août2007;jeudi;20;0.177133335;0;0;0;0.177133335
16/08/2007;août2007;jeudi;21;0.172666669;0;0;0;0.172666669
16/08/2007;août2007;jeudi;22;0.182466668;0;0;0;0.182466668
16/08/2007;août2007;jeudi;23;1.627599999;0;0;0.615;1.012599999
17/08/2007;août2007;vendredi;0;2.735000006;0;0;1.04;1.695000006
17/08/2007;août2007;vendredi;1;1.23653333;0;0;1.058;0.17853333
17/08/2007;août2007;vendredi;2;0.725966669;0;0;0.568;0.157966669
17/08/2007;août2007;vendredi;3;0.176733334;0;0;0;0.176733334
17/08/2007;août2007;vendredi;4;0.169733335;0;0;0;0.169733335
17/08/2007;août2007;vendredi;5;0.172300002;0;0;0;0.172300002
17/08/2007;août2007;vendredi;6;1.342433344;0.003;0;0.41;0.929433344
17/08/2007;août2007;vendredi;7;3.14446667;0.241;0;1.028;1.87546667
